fdc_id,description,data_type,Energy,"Carbohydrate, by difference",Total lipid (fat),Protein,"Fiber, total dietary"
173075,"beef, new zealand, imported, chuck eye roll, separable lean only, raw",SR Legacy,131.0,0.0,5.41,20.5,0.0
173101,"beef, new zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",SR Legacy,286.0,0.03,19.4,27.8,0.0
173102,"beef, new zealand, imported, cube roll, separable lean and fat, raw",SR Legacy,941.0,1.26,16.3,18.2,0.0
174719,"beef, new zealand, imported, cube roll, separable lean only, cooked, fast roasted",SR Legacy,1000.0,0.0,13.2,30.1,0.0
174720,"beef, new zealand, imported, cube roll, separable lean only, raw",SR Legacy,161.0,1.38,8.51,19.8,0.0
174743,"beef, new zealand, imported, eye round, separable lean and fat, cooked, slow roasted",SR Legacy,168.0,0.0,5.57,29.5,0.0
174744,"beef, new zealand, imported, eye round, separable lean and fat, raw",SR Legacy,540.0,1.32,4.92,19.9,0.0
174721,"beef, new zealand, imported, eye round, separable lean only, cooked, slow roasted",SR Legacy,684.0,0.0,4.98,29.7,0.0
174722,"beef, new zealand, imported, eye round, separable lean only, raw",SR Legacy,116.0,1.35,3.35,20.2,0.0
174745,"beef, new zealand, imported, flank, separable lean and fat, cooked, braised",SR Legacy,208.0,0.0,9.73,30.1,0.0
174746,"beef, new zealand, imported, flank, separable lean and fat, raw",SR Legacy,672.0,0.0,8.9,20.1,0.0
173077,"beef, new zealand, imported, flank, separable lean only, cooked, braised",SR Legacy,813.0,0.0,7.92,30.8,0.0
173078,"beef, new zealand, imported, flank, separable lean only, raw",SR Legacy,142.0,0.0,6.67,20.5,0.0
174747,"beef, new zealand, imported, flat, separable lean and fat, cooked, braised",SR Legacy,252.0,0.0,13.8,31.9,0.0
173103,"beef, new zealand, imported, flat, separable lean and fat, raw",SR Legacy,741.0,0.0,10.6,20.6,0.0
173079,"beef, new zealand, imported, flat, separable lean only, cooked, braised",SR Legacy,944.0,0.0,10.3,33.2,0.0
173080,"beef, new zealand, imported, flat, separable lean only, raw",SR Legacy,154.0,0.0,7.69,21.3,0.0
173104,"beef, new zealand, imported, hind shin, separable lean and fat, cooked, braised",SR Legacy,196.0,0.07,8.5,29.8,0.0
173105,"beef, new zealand, imported, hind shin, separable lean and fat, raw",SR Legacy,616.0,0.0,7.2,20.6,0.0
174724,"beef, new zealand, imported, hind shin, separable lean only, cooked, braised",SR Legacy,698.0,0.0,4.64,31.2,0.0
174725,"beef, new zealand, imported, hind shin, separable lean only, raw",SR Legacy,114.0,0.0,3.12,21.5,0.0
174726,"beef, new zealand, imported, inside, raw",SR Legacy,537.0,0.1,4.36,22.2,0.0
173082,"beef, new zealand, imported, intermuscular fat, cooked",SR Legacy,560.0,3.39,57.2,7.9,0.0
173083,"beef, new zealand, imported, intermuscular fat, raw",SR Legacy,2520.0,0.01,63.8,6.97,0.0
173085,"beef, new zealand, imported, knuckle, cooked, fast fried",SR Legacy,746.0,0.0,7.58,27.5,0.0
174730,"beef, new zealand, imported, manufacturing beef, cooked, boiled",SR Legacy,528.0,0.0,3.26,24.2,0.0
173086,"beef, new zealand, imported, manufacturing beef, raw",SR Legacy,119.0,0.23,3.68,21.2,0.0
173106,"beef, new zealand, imported, oyster blade, separable lean and fat, cooked, braised",SR Legacy,197.0,0.0,8.68,29.8,0.0
174735,"beef, new zealand, imported, oyster blade, separable lean and fat, raw",SR Legacy,744.0,0.0,10.3,21.3,0.0
173087,"beef, new zealand, imported, oyster blade, separable lean only, cooked, braised",SR Legacy,818.0,0.0,8.46,29.9,0.0
173088,"beef, new zealand, imported, oyster blade, separable lean only, raw",SR Legacy,155.0,0.0,7.56,21.8,0.0
173089,"beef, new zealand, imported, ribs prepared, cooked, fast roasted",SR Legacy,824.0,0.09,9.74,27.2,0.0
174731,"beef, new zealand, imported, ribs prepared, raw",SR Legacy,146.0,0.0,6.78,21.3,0.0
174748,"beef, new zealand, imported, rump centre, separable lean and fat, cooked, fast fried",SR Legacy,802.0,0.0,7.96,30.0,0.0
174750,"beef, new zealand, imported, rump centre, separable lean and fat, raw",SR Legacy,607.0,0.0,6.5,21.6,0.0
174732,"beef, new zealand, imported, rump centre, separable lean only, cooked, fast fried",SR Legacy,786.0,0.0,7.48,30.2,0.0
174749,"beef, new zealand, imported, rump centre, separable lean only, raw",SR Legacy,141.0,0.0,6.05,21.7,0.0
174751,"beef, new zealand, imported, striploin, separable lean and fat, cooked, fast fried",SR Legacy,301.0,0.02,22.3,24.9,0.0
173107,"beef, new zealand, imported, striploin, separable lean and fat, raw",SR Legacy,1060.0,0.6,19.5,18.5,0.0
174733,"beef, new zealand, imported, striploin, separable lean only, cooked, fast fried",SR Legacy,217.0,0.0,11.4,28.5,0.0
174734,"beef, new zealand, imported, striploin, separable lean only, raw",SR Legacy,626.0,0.74,7.0,20.9,0.0
173090,"beef, new zealand, imported, subcutaneous fat, cooked",SR Legacy,731.0,0.0,78.3,6.5,0.0
173091,"beef, new zealand, imported, subcutaneous fat, raw",SR Legacy,2870.0,0.0,72.4,8.5,0.0
173092,"beef, new zealand, imported, sweetbread, cooked, boiled",SR Legacy,318.0,0.0,29.8,12.5,0.0
173093,"beef, new zealand, imported, sweetbread, raw",SR Legacy,1270.0,0.0,28.6,11.5,0.0
173108,"beef, new zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",SR Legacy,202.0,0.27,9.35,29.3,0.0
173109,"beef, new zealand, imported, tenderloin, separable lean and fat, raw",SR Legacy,611.0,0.0,6.88,21.0,0.0
173094,"beef, new zealand, imported, tenderloin, separable lean only, cooked, fast fried",SR Legacy,200.0,0.27,9.01,29.4,0.0
174736,"beef, new zealand, imported, tenderloin, separable lean only, raw",SR Legacy,584.0,0.0,6.1,21.2,0.0
174728,"beef, new zealand, imported, variety meats and by-products liver, cooked, boiled",SR Legacy,629.0,3.78,4.68,23.3,0.0
173081,"beef, new zealand, imported, variety meats and by-products, heart, cooked, boiled",SR Legacy,750.0,0.0,6.0,31.3,0.0
174723,"beef, new zealand, imported, variety meats and by-products, heart, raw",SR Legacy,105.0,0.0,3.4,18.5,0.0
173084,"beef, new zealand, imported, variety meats and by-products, kidney, cooked, boiled",SR Legacy,157.0,0.0,5.27,27.3,0.0
174727,"beef, new zealand, imported, variety meats and by-products, kidney, raw",SR Legacy,87.0,0.0,2.64,15.7,0.0
174729,"beef, new zealand, imported, variety meats and by-products, liver, raw",SR Legacy,133.0,3.6,4.05,20.5,0.0
174737,"beef, new zealand, imported, variety meats and by-products, tongue, cooked, boiled",SR Legacy,271.0,3.68,20.3,18.3,0.0
174738,"beef, new zealand, imported, variety meats and by-products, tongue, raw",SR Legacy,1020.0,0.0,19.1,17.8,0.0
173095,"beef, new zealand, imported, variety meats and by-products, tripe cooked, boiled",SR Legacy,103.0,0.0,2.98,19.0,0.0
173096,"beef, new zealand, imported, variety meats and by-products, tripe uncooked, raw",SR Legacy,323.0,0.0,1.98,14.9,0.0
173395,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,1030.0,0.0,14.2,29.4,0.0
172158,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",SR Legacy,187.0,0.0,11.7,20.4,0.0
173396,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,253.0,0.0,15.3,28.9,0.0
172159,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,817.0,0.0,12.8,20.1,0.0
172157,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,975.0,0.0,12.5,30.1,0.0
172160,"beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",SR Legacy,174.0,0.0,10.1,20.9,0.0
173373,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,980.0,0.0,12.7,30.0,0.0
173374,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",SR Legacy,164.0,0.0,8.82,21.2,0.0
173375,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,1010.0,0.0,13.7,29.6,0.0
172137,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",SR Legacy,171.0,0.0,9.76,20.9,0.0
172138,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,933.0,0.0,11.2,30.6,0.0
172139,"beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",SR Legacy,153.0,0.0,7.41,21.6,0.0
173397,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,1220.0,0.0,20.5,27.1,0.0
173400,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",SR Legacy,232.0,0.35,17.6,18.0,0.0
173398,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,300.0,0.0,21.6,26.5,0.0
172162,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,996.0,0.35,18.4,17.7,0.0
173399,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,1170.0,0.0,18.8,28.0,0.0
172163,"beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",SR Legacy,222.0,0.36,16.3,18.4,0.0
172140,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,1180.0,0.0,19.0,27.7,0.0
173376,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",SR Legacy,206.0,0.19,14.5,18.7,0.0
173377,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,1220.0,0.0,20.3,27.0,0.0
173378,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",SR Legacy,212.0,0.17,15.3,18.5,0.0
173379,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,1120.0,0.0,17.1,28.6,0.0
172141,"beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, raw",SR Legacy,198.0,0.23,13.4,19.1,0.0
171787,"beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,220.0,0.0,12.0,26.1,0.0
168744,"beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,856.0,0.0,10.1,26.7,0.0
171788,"beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,255.0,0.0,17.1,23.5,0.0
168745,"beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,233.0,0.0,14.4,24.2,0.0
168606,"beef, retail cuts, separable fat, cooked",SR Legacy,2840.0,0.0,70.3,10.6,0.0
168605,"beef, retail cuts, separable fat, raw",SR Legacy,674.0,0.0,70.9,8.21,0.0
172150,"beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,300.0,0.0,22.9,23.5,0.0
173388,"beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,307.0,0.0,23.6,23.5,0.0
172149,"beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,1210.0,0.0,21.8,23.4,0.0
170836,"beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,968.0,0.0,13.6,27.1,0.0
171210,"beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,240.0,0.0,14.6,27.2,0.0
170837,"beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,219.0,0.0,12.3,27.0,0.0
172153,"beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,1220.0,0.0,21.7,24.3,0.0
172154,"beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,303.0,0.0,23.0,23.9,0.0
172155,"beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,1160.0,0.0,19.7,24.8,0.0
171239,"beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,218.0,0.0,11.7,28.2,0.0
170842,"beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,956.0,0.0,13.0,27.9,0.0
173372,"beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,202.0,0.0,9.68,28.7,0.0
173387,"beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",SR Legacy,1300.0,0.0,24.2,22.9,0.0
173385,"beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",SR Legacy,1310.0,0.0,24.7,22.7,0.0
173386,"beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",SR Legacy,304.0,0.0,23.5,23.2,0.0
171236,"beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",SR Legacy,927.0,0.0,12.4,27.4,0.0
171237,"beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",SR Legacy,229.0,0.0,13.4,27.0,0.0
171238,"beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",SR Legacy,879.0,0.0,10.9,28.0,0.0
172164,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,1130.0,0.0,19.0,24.8,0.0
173402,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",SR Legacy,228.0,0.12,16.7,19.3,0.0
172165,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,285.0,0.0,21.1,23.9,0.0
173403,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,1010.0,0.2,18.4,18.7,0.0
173401,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,1040.0,0.0,15.9,26.3,0.0
173404,"beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",SR Legacy,208.0,0.0,14.1,20.1,0.0
172142,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",SR Legacy,861.0,0.0,10.4,28.1,0.0
172143,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",SR Legacy,154.0,0.0,7.41,21.8,0.0
172144,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",SR Legacy,901.0,0.0,11.8,27.4,0.0
173380,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",SR Legacy,162.0,0.0,8.5,21.4,0.0
173381,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",SR Legacy,801.0,0.0,8.31,29.2,0.0
173382,"beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",SR Legacy,142.0,0.0,5.78,22.5,0.0
173392,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",SR Legacy,291.0,0.0,21.8,23.7,0.0
173390,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",SR Legacy,303.0,0.0,23.5,22.9,0.0
173391,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",SR Legacy,1140.0,0.0,19.2,24.8,0.0
171209,"beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",SR Legacy,866.0,0.0,10.6,28.0,0.0
171232,"beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",SR Legacy,908.0,0.0,12.0,27.3,0.0
171233,"beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",SR Legacy,192.0,0.0,8.48,29.0,0.0
172151,"beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",SR Legacy,1070.0,0.0,20.3,18.1,0.0
172152,"beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",SR Legacy,260.0,0.0,21.0,17.9,0.0
173389,"beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",SR Legacy,1040.0,0.0,19.3,18.4,0.0
171234,"beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",SR Legacy,696.0,0.0,9.04,21.2,0.0
171235,"beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",SR Legacy,173.0,0.0,9.97,20.9,0.0
170838,"beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",SR Legacy,650.0,0.0,7.64,21.6,0.0
172156,"beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",SR Legacy,244.0,0.0,18.7,18.8,0.0
173393,"beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",SR Legacy,1060.0,0.0,20.0,18.4,0.0
173394,"beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",SR Legacy,230.0,0.0,16.9,19.6,0.0
170839,"beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",SR Legacy,156.0,0.0,7.54,22.0,0.0
170840,"beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",SR Legacy,674.0,0.0,8.29,21.6,0.0
170841,"beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",SR Legacy,148.0,0.0,6.41,22.6,0.0
169557,"beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,1040.0,0.0,14.7,27.3,0.0
169556,"beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",SR Legacy,234.0,0.0,12.7,28.0,0.0
168621,"beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",SR Legacy,625.0,0.0,6.57,21.2,0.0
172166,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",SR Legacy,1500.0,0.0,29.2,24.2,0.0
172169,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",SR Legacy,324.0,0.78,28.4,16.2,0.0
172167,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",SR Legacy,372.0,0.0,31.0,23.3,0.0
173405,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,1400.0,0.9,29.9,15.8,0.0
172168,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",SR Legacy,1430.0,0.0,26.6,25.6,0.0
173406,"beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",SR Legacy,305.0,0.6,26.2,16.8,0.0
173383,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",SR Legacy,1250.0,0.0,20.6,28.4,0.0
172145,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",SR Legacy,239.0,0.46,17.9,19.1,0.0
172146,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",SR Legacy,1280.0,0.0,21.7,27.8,0.0
172147,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",SR Legacy,252.0,0.64,19.4,18.7,0.0
172148,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",SR Legacy,1200.0,0.0,18.8,29.3,0.0
173384,"beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",SR Legacy,221.0,0.2,15.7,19.7,0.0
168648,"beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",SR Legacy,182.0,0.0,6.05,29.9,0.0
169436,"beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",SR Legacy,265.0,0.0,16.8,26.6,0.0
168612,"beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",SR Legacy,274.0,0.0,22.1,17.5,0.0
169438,"beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",SR Legacy,205.0,0.0,9.01,28.9,0.0
169437,"beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",SR Legacy,161.0,0.0,8.3,20.1,0.0
170619,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",SR Legacy,372.0,0.0,30.5,22.8,0.0
170620,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,331.0,0.0,25.5,23.5,0.0
168681,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",SR Legacy,338.0,0.0,27.2,21.6,0.0
168682,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,355.0,0.0,28.5,23.0,0.0
168680,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",SR Legacy,316.0,0.0,27.3,16.3,0.0
169506,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",SR Legacy,370.0,0.0,31.2,20.9,0.0
169507,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,378.0,0.0,31.3,22.5,0.0
169505,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",SR Legacy,333.0,0.0,29.3,16.0,0.0
168686,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",SR Legacy,404.0,0.0,35.0,20.6,0.0
168687,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",SR Legacy,393.0,0.0,32.7,22.9,0.0
168685,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",SR Legacy,367.0,0.0,33.3,15.8,0.0
168683,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",SR Legacy,324.0,0.0,25.7,21.6,0.0
168684,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,333.0,0.0,25.8,23.4,0.0
169508,"beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",SR Legacy,295.0,0.0,24.8,16.5,0.0
170621,"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",SR Legacy,238.0,0.0,13.4,27.5,0.0
170622,"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",SR Legacy,253.0,0.0,15.0,27.5,0.0
170218,"beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",SR Legacy,220.0,0.0,11.4,27.5,0.0
168613,"beef, rib, shortribs, separable lean and fat, choice, cooked, braised",SR Legacy,471.0,0.0,42.0,21.6,0.0
169439,"beef, rib, shortribs, separable lean and fat, choice, raw",SR Legacy,390.0,0.4,36.2,14.4,0.0
168615,"beef, rib, shortribs, separable lean only, choice, cooked, braised",SR Legacy,295.0,0.0,18.1,30.8,0.0
168614,"beef, rib, shortribs, separable lean only, choice, raw",SR Legacy,731.0,0.4,10.2,19.0,0.0
170219,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,249.0,0.0,14.7,27.3,0.0
170220,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",SR Legacy,312.0,0.0,22.8,24.7,0.0
170221,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",SR Legacy,285.0,0.0,19.8,24.9,0.0
169510,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",SR Legacy,1220.0,0.0,20.0,25.8,0.0
169511,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",SR Legacy,341.0,0.0,27.1,22.5,0.0
169509,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",SR Legacy,254.0,0.0,19.1,19.3,0.0
168688,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",SR Legacy,1270.0,0.0,22.1,24.5,0.0
168689,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",SR Legacy,359.0,0.0,29.2,22.3,0.0
169512,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",SR Legacy,263.0,0.0,20.1,19.1,0.0
169515,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",SR Legacy,354.0,0.0,27.9,24.1,0.0
169516,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",SR Legacy,411.0,0.0,35.1,22.2,0.0
169514,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",SR Legacy,335.0,0.06,29.2,16.7,0.0
168691,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",SR Legacy,1160.0,0.0,18.0,27.2,0.0
169513,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",SR Legacy,323.0,0.0,25.0,22.8,0.0
168690,"beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",SR Legacy,246.0,0.0,18.0,19.6,0.0
170623,"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",SR Legacy,809.0,0.0,7.53,29.4,0.0
